merchant,category,amt,gender,lat,long,city_pop,job,unix_time,merch_lat,merch_long,is_fraud
fraud_McKenzie-Huels,food_dining,48.31,M,40.6868,-73.82300000000001,47211,Site engineer,1325418273,40.867327,-73.89787199999999,0
fraud_Hills-Witting,shopping_net,78.54,M,39.39,-88.9597,1532,Radio broadcast assistant,1325418293,39.387904,-89.21347,0
fraud_Runte-Mohr,food_dining,101.15,F,31.8287,-99.427,5908,Radio producer,1325418418,31.549076,-98.988616,0
fraud_Corwin-Collins,gas_transport,65.78,M,41.1832,-96.9882,614,Associate Professor,1325418443,42.123682,-96.759372,0
fraud_Denesik and Sons,shopping_pos,2.29,M,43.745,-70.9092,1892,Audiological scientist,1325418456,42.948728,-71.703121,0
"fraud_Roob, Conn and Tremblay",shopping_pos,1.6,M,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1325418552,31.660885,-84.87647700000001,0
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,194.98,F,38.9621,-94.5959,545147,Counsellor,1325418571,39.363753,-94.657276,0
"fraud_Greenfelder, Bartoletti and Davis",misc_net,94.67,F,42.9385,-88.395,2328,Applications developer,1325418698,42.635409,-89.037819,0
fraud_Parisian and Sons,gas_transport,73.28,F,39.3716,-77.8229,1925,Systems developer,1325418704,40.34787,-78.38282199999999,0
fraud_Heaney-Marquardt,entertainment,101.19,F,26.1184,-81.7361,276002,"Pilot, airline",1325418772,25.626379,-82.019133,0
fraud_Brekke and Sons,gas_transport,44.35,F,37.0581,-86.1938,6841,"Therapist, sports",1325418779,36.301043,-86.692419,0
fraud_Boyer-Reichert,shopping_net,106.98,M,38.0649,-99.2374,365,Equality and diversity officer,1325418936,38.34956,-100.086745,0
"fraud_Raynor, Reinger and Hagenes",gas_transport,54.6,F,41.0539,-106.0763,100,Public librarian,1325418990,41.229067,-105.46406,0
fraud_Kuvalis Ltd,gas_transport,55.46,F,32.5104,-86.8138,1089,Materials engineer,1325419098,32.727218,-87.640117,0
fraud_Sporer Inc,gas_transport,79.15,F,36.2201,-91.6421,2856,Hydrologist,1325419114,36.330038,-90.780078,0
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,99.58,F,39.1505,-79.503,836,Forensic psychologist,1325419134,39.146746,-79.871051,0
"fraud_Robel, Cummerata and Prosacco",gas_transport,57.0,F,31.6591,-96.8094,263,Barrister,1325419136,31.789664,-97.297497,0
"fraud_Schumm, Bauch and Ondricka",grocery_pos,109.31,F,35.8072,-78.0892,6629,Call centre manager,1325419195,34.946388,-77.551788,0
fraud_Shanahan-Lehner,personal_care,8.79,M,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1325419231,26.389956,-81.15876300000001,0
fraud_Greenholt Ltd,health_fitness,107.41,F,39.3199,-106.6596,61,Public relations account executive,1325419235,38.417406,-106.386284,0
fraud_Kulas Group,health_fitness,7.01,F,48.2777,-112.8456,743,Water engineer,1325419274,47.659177,-112.319606,0
"fraud_Dare, Fritsch and Zboncak",health_fitness,36.52,F,39.3199,-106.6596,61,Public relations account executive,1325419305,39.838766,-106.332496,0
fraud_Waters-Cruickshank,health_fitness,292.3,M,45.604,-94.1591,16163,Hydrographic surveyor,1325419315,45.778647,-95.10005,0
"fraud_Kunze, Larkin and Mayert",travel,7.87,F,41.8467,-74.1038,722,Comptroller,1325419342,42.339536,-74.08041700000001,0
fraud_Bednar Inc,travel,7.1,M,42.728,-71.181,47249,Market researcher,1325419351,42.323308,-70.677701,0
fraud_Maggio-Fahey,misc_pos,31.46,F,39.9148,-80.73100000000001,16183,Physiotherapist,1325419376,40.088654,-80.374709,0
"fraud_Lehner, Reichert and Mills",misc_pos,1.03,F,42.0158,-73.2913,647,Comptroller,1325419385,41.565314,-73.91443000000001,0
fraud_Schimmel-Olson,kids_pets,47.96,M,39.7795,-93.3014,964,Tourist information centre manager,1325419494,39.206677,-93.033773,0
fraud_Buckridge PLC,misc_pos,7.95,M,27.5155,-99.4986,248858,Video editor,1325419530,26.523461,-98.522729,0
"fraud_Lubowitz, Terry and Stracke",personal_care,88.28,F,40.8626,-91.9534,888,Camera operator,1325419570,40.133124,-92.654578,0
fraud_Schoen-Quigley,kids_pets,8.67,F,42.3327,-95.6045,1075,"Teacher, early years/pre",1325419586,42.611373,-96.261417,0
"fraud_Langworth, Boehm and Gulgowski",shopping_net,7.61,F,39.7562,-98.4462,242,Tourism officer,1325419701,39.53607,-98.706187,0
fraud_Kihn-Schuster,food_dining,333.8,M,38.8954,-77.1633,207410,Mudlogger,1325419756,39.317622,-76.292905,0
fraud_Padberg-Rogahn,entertainment,36.38,M,34.6689,-86.2296,3395,"Editor, commissioning",1325419765,35.409854,-87.205471,0
fraud_Keeling-Crist,misc_pos,3.06,M,32.8357,-79.8217,20478,Materials engineer,1325419765,33.585968,-80.29906700000001,0
fraud_Lynch-Mohr,travel,4.54,F,42.0158,-73.2913,647,Comptroller,1325419951,41.982312,-73.93881,0
fraud_Hilpert-Conroy,kids_pets,31.17,M,40.4931,-91.8912,519,Town planner,1325419960,40.858986,-92.209069,0
fraud_Jacobi Inc,health_fitness,19.03,F,39.5994,-105.0044,320420,Water engineer,1325420022,39.105052,-105.656623,0
"fraud_Berge, Kautzer and Harris",personal_care,5.97,M,28.1762,-81.9591,237282,Plant breeder/geneticist,1325420302,27.504831,-81.12572,0
fraud_Hammes-Beatty,kids_pets,78.55,F,44.0385,-123.0614,191096,"Scientist, physiological",1325420312,44.398931,-122.136405,0
fraud_Hilpert-Conroy,kids_pets,47.67,F,42.8112,-78.4481,1166,Colour technologist,1325420315,43.770821000000005,-78.115454,0
fraud_Gulgowski LLC,home,48.23,F,35.2087,-92.2123,969,"Physicist, medical",1325420319,35.255428,-92.675387,0
"fraud_Schuppe, Nolan and Hoeger",shopping_pos,8.16,M,36.0424,-79.3242,6006,Paramedic,1325420369,36.874665,-79.93663199999999,0
"fraud_Cormier, Stracke and Thiel",entertainment,37.23,M,42.2619,-94.5566,695,Administrator,1325420432,41.868955,-94.169401,0
fraud_Pollich LLC,home,50.76,F,39.1505,-79.503,836,Forensic psychologist,1325420452,38.412664,-79.018129,0
fraud_Bernier and Sons,kids_pets,166.74,F,36.3924,-91.9932,1679,Psychiatric nurse,1325420658,36.455184,-92.150945,0
fraud_Wilkinson PLC,kids_pets,153.08,F,38.8856,-77.1802,116155,Chartered accountant,1325420690,39.848967,-77.024924,0
fraud_Kling-Ernser,entertainment,6.26,F,37.0581,-86.1938,6841,"Therapist, sports",1325420802,36.316531,-85.956486,0
fraud_Bednar Inc,travel,5.09,F,38.097,-86.1723,350,Counsellor,1325420817,37.653705,-86.315351,0
"fraud_Reichert, Rowe and Mraz",shopping_net,8.38,F,48.34,-122.3456,85,"Research officer, political party",1325420835,47.841849,-122.904667,0
"fraud_O'Connell, Botsford and Hand",home,126.15,F,44.232,-74.4905,6120,Chartered loss adjuster,1325420883,44.513683,-74.923788,0
fraud_Little-Gleichner,travel,7.67,F,31.929,-97.6443,2526,Phytotherapist,1325420905,32.389161,-96.994764,0
fraud_Champlin and Sons,home,19.12,F,32.0758,-96.701,1563,Financial adviser,1325420921,32.556114,-96.608229,0
fraud_Hoppe-Parisian,kids_pets,77.89,F,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1325420934,38.789938,-89.875102,0
fraud_Hickle Group,shopping_pos,9.19,F,39.1329,-95.7023,163415,Secondary school teacher,1325420970,38.949619,-95.471502,0
fraud_Schuppe LLC,entertainment,1.39,F,41.1762,-79.1976,1274,Maintenance engineer,1325421029,41.078812,-78.670385,0
fraud_Emmerich-Rau,personal_care,7.93,M,40.9918,-73.98,4664,"Radiographer, diagnostic",1325421032,40.169799,-74.569352,0
fraud_Beier LLC,entertainment,87.07,F,34.8838,-90.7666,222,"Programmer, applications",1325421069,34.446626,-90.840089,0
fraud_Champlin-Casper,home,30.24,F,35.558,-77.2566,5903,Manufacturing systems engineer,1325421080,36.32163,-77.667004,0
fraud_Hills-Witting,shopping_net,3.27,M,34.9889,-106.0609,7268,"Therapist, art",1325421090,35.863489,-105.606809,0
fraud_Gerhold LLC,home,104.92,M,39.0298,-77.0793,19054,Operations geologist,1325421122,39.529375,-77.560792,0
fraud_Renner Ltd,home,151.34,F,35.1836,-81.4552,5621,Toxicologist,1325421175,34.662994,-81.083259,0
"fraud_Koss, McLaughlin and Mayer",food_dining,16.96,M,41.7918,-72.7188,370,Health service manager,1325421211,42.630707,-72.135343,0
fraud_Gaylord-Powlowski,home,83.06,M,43.4987,-90.2796,1360,Occupational hygienist,1325421230,43.016205,-90.796644,0
"fraud_Prosacco, Kreiger and Kovacek",home,3.13,F,41.9404,-124.1587,1930,Web designer,1325421350,41.918079,-123.524131,0
fraud_Eichmann-Kilback,home,114.11,M,33.4783,-90.5142,2870,Chartered public finance accountant,1325421468,33.908128999999995,-89.693832,0
fraud_O'Hara-Wilderman,food_dining,105.47,M,43.9446,-88.0911,5196,Child psychotherapist,1325421501,44.21523,-88.792643,0
fraud_Terry Ltd,home,27.34,F,28.06,-82.4079,717255,Waste management officer,1325421517,28.095758,-82.20629699999999,0
fraud_Beier and Sons,home,43.73,M,32.3374,-86.2715,214703,"Chemist, analytical",1325421518,32.744104,-87.025559,0
fraud_Pouros-Haag,shopping_pos,7.98,F,37.0581,-86.1938,6841,"Therapist, sports",1325421558,37.787593,-85.931895,0
fraud_O'Keefe-Wisoky,food_dining,2.86,F,30.1886,-103.2214,498,Lexicographer,1325421567,29.273326,-104.007592,0
fraud_Mohr-Bayer,shopping_net,41.23,F,37.7827,-80.3129,5216,Community development worker,1325421586,36.890125,-80.382986,0
"fraud_Dare, Fritsch and Zboncak",health_fitness,37.94,F,44.6084,-70.6993,190,Animal nutritionist,1325421654,45.034543,-70.928315,0
fraud_Rutherford-Mertz,grocery_pos,281.06,M,35.9946,-81.7266,885,Soil scientist,1325466397,36.430124,-81.17948299999999,1
"fraud_Jenkins, Hauck and Friesen",gas_transport,11.52,F,29.44,-98.459,1595797,Horticultural consultant,1325468849,29.819364,-99.142791,1
fraud_Goodwin-Nitzsche,grocery_pos,276.31,F,29.44,-98.459,1595797,Horticultural consultant,1325473523,29.273085,-98.83636,1
fraud_Erdman-Kertzmann,gas_transport,7.03,M,35.9946,-81.7266,885,Soil scientist,1325475483,35.909292,-82.09101,1
fraud_Koepp-Parker,grocery_pos,275.73,F,29.44,-98.459,1595797,Horticultural consultant,1325476547,29.786426,-98.68341,1
fraud_Medhurst PLC,shopping_net,844.8,M,35.9946,-81.7266,885,Soil scientist,1325511488,35.987802,-81.25433199999999,1
fraud_Ruecker Group,misc_net,843.91,M,35.9946,-81.7266,885,Soil scientist,1325548328,35.985612,-81.383306,1
fraud_Conroy-Cruickshank,gas_transport,10.76,F,29.44,-98.459,1595797,Horticultural consultant,1325552727,28.856712,-97.794207,1
fraud_Koepp-Parker,grocery_pos,332.35,F,29.44,-98.459,1595797,Horticultural consultant,1325554552,29.320662,-97.937219,1
fraud_Strosin-Cruickshank,grocery_pos,315.34,F,29.44,-98.459,1595797,Horticultural consultant,1325560656,28.953283000000003,-97.806528,1
fraud_Rau and Sons,grocery_pos,337.05,F,40.3359,-79.6607,1472,Public affairs consultant,1325609693,41.174382,-79.809888,1
fraud_Pouros-Conroy,shopping_pos,711.66,F,40.3359,-79.6607,1472,Public affairs consultant,1325614021,41.207335,-78.84093299999999,1
"fraud_Johnson, Runolfsdottir and Mayer",misc_net,707.5,F,40.3359,-79.6607,1472,Public affairs consultant,1325628540,40.601968,-78.768636,1
fraud_Fisher Inc,shopping_net,942.62,M,35.9946,-81.7266,885,Soil scientist,1325629275,35.76589,-81.951839,1
fraud_Mosciski Group,travel,4.5,F,40.3359,-79.6607,1472,Public affairs consultant,1325631524,39.492341,-78.859114,1
fraud_Morissette PLC,shopping_pos,821.96,M,35.9946,-81.7266,885,Soil scientist,1325632191,35.772593,-81.593183,1
fraud_Lemke-Gutmann,shopping_net,1092.68,M,35.9946,-81.7266,885,Soil scientist,1325633397,36.981465,-80.767836,1
fraud_Mohr-Bayer,shopping_net,1254.27,M,35.9946,-81.7266,885,Soil scientist,1325634096,36.105024,-80.963186,1
"fraud_Moen, Reinger and Murphy",grocery_pos,274.09,F,29.44,-98.459,1595797,Horticultural consultant,1325634282,29.789989,-97.996197,1
"fraud_Stokes, Christiansen and Sipes",grocery_net,14.37,M,64.7556,-165.6723,145,"Administrator, education",1325638683,65.65414200000001,-164.722603,1
fraud_Rau and Sons,grocery_pos,316.93,F,40.3359,-79.6607,1472,Public affairs consultant,1325643224,39.528505,-80.23307700000001,1
fraud_Padberg-Welch,grocery_pos,327.68,F,40.3359,-79.6607,1472,Public affairs consultant,1325645837,40.236755,-80.30996800000001,1
fraud_Predovic Inc,shopping_net,966.11,M,64.7556,-165.6723,145,"Administrator, education",1325689598,65.468863,-165.473127,1
fraud_Corwin-Gorczany,misc_net,795.22,F,40.3359,-79.6607,1472,Public affairs consultant,1325690417,40.352547,-79.327751,1
"fraud_Bins, Balistreri and Beatty",shopping_pos,1015.8,F,40.3359,-79.6607,1472,Public affairs consultant,1325692125,40.306614,-79.961163,1
fraud_Block-Parisian,misc_net,722.18,F,40.3359,-79.6607,1472,Public affairs consultant,1325715009,40.346282,-79.59966999999999,1
fraud_Schmidt and Sons,shopping_net,898.81,F,40.3359,-79.6607,1472,Public affairs consultant,1325715247,41.126312,-80.513488,1
fraud_Ankunding LLC,shopping_net,1001.63,F,40.3359,-79.6607,1472,Public affairs consultant,1325715764,39.911297,-80.626808,1
fraud_Wisozk and Sons,misc_pos,49.61,M,64.7556,-165.6723,145,"Administrator, education",1325716624,65.347667,-165.91454199999998,1
fraud_Murray-Smitham,grocery_pos,295.26,M,64.7556,-165.6723,145,"Administrator, education",1325718388,64.445035,-166.080207,1
fraud_Hills-Witting,shopping_net,1099.99,F,40.3359,-79.6607,1472,Public affairs consultant,1325720696,40.578351,-79.72757800000001,1
fraud_Friesen Ltd,health_fitness,18.17,M,64.7556,-165.6723,145,"Administrator, education",1325721549,65.44709399999999,-165.446843,1
"fraud_Raynor, Reinger and Hagenes",gas_transport,20.45,M,64.7556,-165.6723,145,"Administrator, education",1325733335,64.088838,-165.10407800000002,1
fraud_Heller-Langosh,gas_transport,18.19,M,64.7556,-165.6723,145,"Administrator, education",1325733689,63.917785,-165.827621,1
fraud_Padberg-Welch,grocery_pos,367.29,F,40.029,-93.1607,602,Cytogeneticist,1325763083,39.167065,-93.705245,1
fraud_McGlynn-Heathcote,misc_net,768.15,M,64.7556,-165.6723,145,"Administrator, education",1325786598,64.623325,-166.403973,1
fraud_Dooley-Thompson,misc_net,849.49,M,64.7556,-165.6723,145,"Administrator, education",1325800954,65.266065,-164.865352,1
"fraud_Gottlieb, Considine and Schultz",shopping_net,1177.79,F,40.029,-93.1607,602,Cytogeneticist,1325801150,39.288305,-92.476947,1
"fraud_Moen, Reinger and Murphy",grocery_pos,307.09,M,64.7556,-165.6723,145,"Administrator, education",1325801545,64.909145,-164.71208700000005,1
"fraud_Hauck, Dietrich and Funk",kids_pets,4.58,M,64.7556,-165.6723,145,"Administrator, education",1325801932,65.052892,-166.067029,1
fraud_Pouros-Haag,shopping_pos,730.78,M,64.7556,-165.6723,145,"Administrator, education",1325802748,65.233866,-166.550779,1
fraud_Goyette Inc,shopping_net,1006.4,M,64.7556,-165.6723,145,"Administrator, education",1325802835,65.220316,-165.005725,1
"fraud_Baumbach, Strosin and Nicolas",shopping_pos,830.72,M,64.7556,-165.6723,145,"Administrator, education",1325803095,65.710538,-165.98611699999998,1
fraud_Pacocha-O'Reilly,grocery_pos,311.92,M,64.7556,-165.6723,145,"Administrator, education",1325805459,64.79500999999999,-165.670735,1
fraud_Barrows PLC,shopping_pos,762.93,F,40.029,-93.1607,602,Cytogeneticist,1325805984,40.205262,-93.499211,1
fraud_Fisher-Schowalter,shopping_net,855.88,F,40.029,-93.1607,602,Cytogeneticist,1325875167,40.786018,-93.301092,1
fraud_Gleason-Macejkovic,shopping_net,909.29,F,40.029,-93.1607,602,Cytogeneticist,1325892837,40.977312,-93.55098,1
"fraud_Schumm, Bauch and Ondricka",grocery_pos,300.14,M,34.0442,-94.3386,11253,"Scientist, biomedical",1325910888,33.205504,-93.710845,1
"fraud_Baumbach, Feeney and Morar",shopping_net,967.92,M,34.0442,-94.3386,11253,"Scientist, biomedical",1325975585,34.371875,-93.649208,1
fraud_Koepp-Witting,grocery_pos,270.01,M,34.0442,-94.3386,11253,"Scientist, biomedical",1325979867,34.535738,-94.524795,1
fraud_Heidenreich PLC,grocery_pos,289.69,M,34.0442,-94.3386,11253,"Scientist, biomedical",1325980713,34.90683,-94.7085,1
fraud_Kuhic Inc,grocery_pos,311.83,M,38.5294,-82.6654,21635,Geochemist,1325981012,37.786479,-83.50659,1
fraud_Strosin-Cruickshank,grocery_pos,283.19,M,38.5294,-82.6654,21635,Geochemist,1325982417,38.445375,-82.410087,1
"fraud_Jenkins, Hauck and Friesen",gas_transport,15.82,F,37.7184,-77.186,976,"Engineer, automotive",1325985799,38.032519,-77.88831,1
fraud_Padberg-Welch,grocery_pos,296.32,M,34.0442,-94.3386,11253,"Scientist, biomedical",1325985951,34.776591,-94.138256,1
fraud_O'Keefe-Hudson,grocery_pos,334.28,F,37.7184,-77.186,976,"Engineer, automotive",1325986575,37.751241,-78.15634,1
fraud_Howe Ltd,misc_pos,664.73,F,42.0716,-75.0152,1228,"Psychotherapist, child",1325987429,41.124211,-75.954718,1
"fraud_Reilly, Heaney and Cole",gas_transport,8.79,M,34.0442,-94.3386,11253,"Scientist, biomedical",1325988541,35.042148,-94.430423,1
fraud_Bauch-Raynor,grocery_pos,301.55,M,34.0442,-94.3386,11253,"Scientist, biomedical",1325989794,34.081708,-94.914201,1
fraud_Doyle Ltd,grocery_pos,327.26,F,37.7184,-77.186,976,"Engineer, automotive",1325990014,36.985656,-76.563765,1
fraud_Cormier LLC,shopping_net,1127.56,F,42.0716,-75.0152,1228,"Psychotherapist, child",1325991611,41.324955,-75.497389,1
fraud_Bauch-Raynor,grocery_pos,276.41,M,38.5294,-82.6654,21635,Geochemist,1325991966,37.601116,-83.040523,1
fraud_Durgan-Auer,misc_net,722.92,F,42.0716,-75.0152,1228,"Psychotherapist, child",1325993838,41.763302,-75.411206,1
fraud_Erdman-Kertzmann,gas_transport,8.33,F,37.7184,-77.186,976,"Engineer, automotive",1325995364,37.158814,-77.68378299999999,1
fraud_Murray-Smitham,grocery_pos,333.09,F,42.0716,-75.0152,1228,"Psychotherapist, child",1325996773,42.908018,-75.716922,1
fraud_Murray-Smitham,grocery_pos,291.51,M,38.5294,-82.6654,21635,Geochemist,1326022864,39.426472,-83.495305,1
fraud_Douglas-White,entertainment,564.57,F,42.0716,-75.0152,1228,"Psychotherapist, child",1326038825,42.857025,-74.85479000000001,1
fraud_Denesik and Sons,shopping_pos,929.28,F,42.0716,-75.0152,1228,"Psychotherapist, child",1326061094,42.996841,-74.70223399999999,1
fraud_Huel Ltd,misc_net,848.32,F,37.7184,-77.186,976,"Engineer, automotive",1326061672,36.89666,-77.907818,1
fraud_Cormier LLC,shopping_net,1003.72,M,34.0442,-94.3386,11253,"Scientist, biomedical",1326061723,33.576316,-95.062682,1
fraud_Auer-West,shopping_net,1131.66,M,38.5294,-82.6654,21635,Geochemist,1326062194,38.186537,-82.315761,1
fraud_Stamm-Witting,shopping_net,959.59,M,38.5294,-82.6654,21635,Geochemist,1326062896,37.735337,-82.210806,1
"fraud_Effertz, Welch and Schowalter",entertainment,388.02,M,34.0442,-94.3386,11253,"Scientist, biomedical",1326063932,33.89745,-95.330061,1
"fraud_Altenwerth, Cartwright and Koss",shopping_net,1050.01,M,38.5294,-82.6654,21635,Geochemist,1326064952,39.060309,-81.73788499999999,1
"fraud_Towne, Greenholt and Koepp",shopping_net,996.93,M,38.5294,-82.6654,21635,Geochemist,1326065853,37.786024,-81.92846899999999,1
fraud_Jewess LLC,shopping_pos,1030.43,F,37.7184,-77.186,976,"Engineer, automotive",1326066861,37.047639,-77.100192,1
"fraud_Altenwerth, Cartwright and Koss",shopping_net,937.47,M,38.5294,-82.6654,21635,Geochemist,1326067094,38.430689,-82.344224,1
"fraud_Jones, Sawayn and Romaguera",misc_net,623.43,M,38.5294,-82.6654,21635,Geochemist,1326068556,39.18755,-82.342372,1
fraud_Hackett-Lueilwitz,grocery_pos,346.69,F,42.0716,-75.0152,1228,"Psychotherapist, child",1326069176,41.300248,-74.022048,1
fraud_Koepp-Witting,grocery_pos,337.06,F,26.3304,-81.5871,276002,Medical technical officer,1326072387,26.137097,-82.46351899999999,1
"fraud_Eichmann, Bogan and Rodriguez",gas_transport,18.86,F,43.7588,-97.8712,355,Financial adviser,1326074366,42.903425,-97.212673,1
fraud_Boyer PLC,shopping_net,847.72,F,42.0716,-75.0152,1228,"Psychotherapist, child",1326074677,42.006549,-74.340631,1
fraud_Kerluke PLC,misc_net,897.67,M,38.5294,-82.6654,21635,Geochemist,1326075612,38.842504,-82.041428,1
fraud_Miller-Hauck,grocery_pos,305.6,F,26.3304,-81.5871,276002,Medical technical officer,1326077549,25.679503,-81.025904,1
fraud_Koepp-Parker,grocery_pos,301.33,F,26.3304,-81.5871,276002,Medical technical officer,1326079567,26.781286,-81.183791,1
fraud_McGlynn-Heathcote,misc_net,701.88,F,42.0716,-75.0152,1228,"Psychotherapist, child",1326083954,41.456892,-75.169086,1
"fraud_Mosciski, Gislason and Mertz",grocery_pos,303.14,F,26.3304,-81.5871,276002,Medical technical officer,1326105529,25.733667,-80.851187,1
fraud_Miller-Harris,misc_net,749.94,M,38.5294,-82.6654,21635,Geochemist,1326121496,37.983548,-82.934619,1
fraud_Kozey-Boehm,shopping_net,1006.34,F,43.7588,-97.8712,355,Financial adviser,1326122490,44.40235,-97.844503,1
fraud_Lynch Ltd,shopping_pos,1104.38,F,37.7184,-77.186,976,"Engineer, automotive",1326146453,38.474297,-77.332194,1
fraud_Heathcote LLC,shopping_net,1044.81,F,26.3304,-81.5871,276002,Medical technical officer,1326146546,27.141015000000003,-81.073981,1
"fraud_Little, Gutmann and Lynch",shopping_net,937.57,F,37.7184,-77.186,976,"Engineer, automotive",1326146568,38.193305,-77.665911,1
"fraud_Reichert, Shanahan and Hayes",shopping_net,918.69,F,37.7184,-77.186,976,"Engineer, automotive",1326147806,38.664701,-77.143946,1
fraud_Treutel-King,travel,10.53,F,37.7184,-77.186,976,"Engineer, automotive",1326147830,37.988194,-77.332289,1
"fraud_Moore, Dibbert and Koepp",misc_net,835.36,F,26.3304,-81.5871,276002,Medical technical officer,1326147889,26.855446,-82.54817800000001,1
fraud_Powlowski-Weimann,food_dining,95.94,F,42.0716,-75.0152,1228,"Psychotherapist, child",1326148553,41.834424,-75.35199899999999,1
fraud_Boyer-Haley,travel,9.91,M,38.5294,-82.6654,21635,Geochemist,1326149904,39.080891,-83.365176,1
fraud_Pfeffer and Sons,shopping_pos,1148.15,F,37.7184,-77.186,976,"Engineer, automotive",1326150246,38.167926,-76.304748,1
fraud_Pfeffer and Sons,shopping_pos,945.56,F,26.3304,-81.5871,276002,Medical technical officer,1326150607,26.393314,-81.335932,1
"fraud_Yost, Schamberger and Windler",kids_pets,18.24,F,42.0716,-75.0152,1228,"Psychotherapist, child",1326152907,42.98702,-75.53230400000001,1
fraud_Murray-Smitham,grocery_pos,325.38,F,26.3304,-81.5871,276002,Medical technical officer,1326156193,26.051604,-81.18227399999999,1
"fraud_Connelly, Reichert and Fritsch",gas_transport,8.45,F,26.3304,-81.5871,276002,Medical technical officer,1326164138,25.568094,-80.79047,1
"fraud_Mosciski, Gislason and Mertz",grocery_pos,311.47,F,43.7588,-97.8712,355,Financial adviser,1326166762,43.641251,-97.794037,1
"fraud_Kuhic, Bins and Pfeffer",shopping_net,1161.58,F,26.3304,-81.5871,276002,Medical technical officer,1326233689,25.919818,-82.500661,1
fraud_Bogisich-Homenick,misc_net,685.63,F,26.3304,-81.5871,276002,Medical technical officer,1326235279,26.684146,-80.7145,1
"fraud_Mosciski, Gislason and Mertz",grocery_pos,344.01,F,43.7588,-97.8712,355,Financial adviser,1326238636,42.962551,-98.698146,1
fraud_Corwin-Gorczany,misc_net,831.16,F,44.0943,-69.4828,1643,Financial trader,1326241869,43.120648,-69.64181500000001,1
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,299.98,M,42.1767,-79.9416,2518,Event organiser,1326243425,41.339602,-79.518084,1
fraud_Goodwin-Nitzsche,grocery_pos,353.06,F,44.0943,-69.4828,1643,Financial trader,1326243892,43.280956,-69.003587,1
fraud_Pfeffer and Sons,shopping_pos,846.52,F,44.0943,-69.4828,1643,Financial trader,1326245412,43.427383,-69.40929200000001,1
fraud_Lockman Ltd,grocery_pos,334.85,F,44.0943,-69.4828,1643,Financial trader,1326247531,44.09771,-70.421591,1
"fraud_Robel, Cummerata and Prosacco",gas_transport,8.18,M,42.1767,-79.9416,2518,Event organiser,1326250015,42.494263,-78.989471,1
fraud_Lemke-Gutmann,shopping_net,1008.39,F,44.0943,-69.4828,1643,Financial trader,1326250927,43.65373,-69.31846800000001,1
fraud_Cummerata-Jones,gas_transport,9.15,F,44.0943,-69.4828,1643,Financial trader,1326252313,43.20773,-69.566556,1
"fraud_Olson, Becker and Koch",gas_transport,11.48,M,42.1767,-79.9416,2518,Event organiser,1326267748,42.623706,-80.160534,1
fraud_McDermott-Rice,misc_pos,830.58,F,44.0943,-69.4828,1643,Financial trader,1326267974,43.751528,-68.67704300000001,1
fraud_Reilly and Sons,health_fitness,21.13,F,44.0943,-69.4828,1643,Financial trader,1326296687,43.826314,-70.183403,1
fraud_Jacobi Inc,health_fitness,19.51,F,44.0943,-69.4828,1643,Financial trader,1326309652,43.928975,-70.04507,1
"fraud_Zboncak, Rowe and Murazik",shopping_net,992.1,M,42.1767,-79.9416,2518,Event organiser,1326320075,42.628669,-80.041709,1
fraud_Hudson-Grady,shopping_pos,882.9,M,42.1767,-79.9416,2518,Event organiser,1326323078,41.430918,-79.057781,1
fraud_Erdman-Durgan,health_fitness,24.78,F,44.0943,-69.4828,1643,Financial trader,1326323953,45.047977,-69.949649,1
fraud_Terry-Huel,shopping_net,1001.51,M,42.1767,-79.9416,2518,Event organiser,1326326148,41.430031,-79.673705,1
"fraud_Zieme, Bode and Dooley",gas_transport,11.73,M,41.5205,-80.0573,5507,Retail merchandiser,1326329941,41.947427000000005,-79.79626400000001,1
fraud_Kutch LLC,gas_transport,7.04,M,41.0233,-98.9041,2202,"Solicitor, Scotland",1326332786,40.287778,-98.570998,1
fraud_Schamberger-O'Keefe,grocery_pos,288.41,M,42.1767,-79.9416,2518,Event organiser,1326333233,42.72627,-79.387428,1
fraud_O'Keefe-Hudson,grocery_pos,298.99,M,42.1767,-79.9416,2518,Event organiser,1326334284,42.099894,-79.267718,1
fraud_Bauch-Raynor,grocery_pos,368.43,F,44.0943,-69.4828,1643,Financial trader,1326338677,45.027193,-69.57003399999999,1
fraud_Koepp-Witting,grocery_pos,328.68,M,41.5205,-80.0573,5507,Retail merchandiser,1326340087,42.148618,-79.398595,1
fraud_McDermott-Weimann,grocery_pos,303.58,M,42.4069,-74.1528,277,Glass blower/designer,1326353718,43.245743,-73.83564100000001,1
fraud_Kihn Inc,shopping_pos,644.4,M,41.0233,-98.9041,2202,"Solicitor, Scotland",1326382606,40.834742,-99.895337,1
fraud_Abernathy and Sons,food_dining,120.58,M,41.5205,-80.0573,5507,Retail merchandiser,1326383170,42.470024,-80.126576,1
fraud_Boyer-Reichert,shopping_net,1081.35,M,41.5205,-80.0573,5507,Retail merchandiser,1326398039,42.455406,-79.52164,1
